URLLength,HostLength,TLDLength,DotCount,DashCount,AtSymbolCount,PercentSymbolCount,EqualsSymbolCount,QuestionMarkCount,DigitCount,UniqueCharCount
68,15,3,3,0,0,0,0,1,34,28
84,10,3,1,4,0,0,0,0,4,29
96,6,3,1,14,0,0,0,0,6,31
118,10,2,2,8,0,2,4,1,12,33
156,7,3,1,2,0,39,0,0,57,35
98,8,3,1,11,0,0,0,0,8,31
101,9,2,2,12,0,0,0,0,19,29
76,15,3,4,0,0,0,1,1,3,28
129,15,3,1,1,0,2,2,1,2,37
99,10,3,1,12,0,0,0,0,6,31
83,15,6,2,4,0,0,0,0,0,22
154,12,3,16,0,0,0,1,1,29,42
129,13,3,2,0,0,0,5,1,27,33
89,15,6,2,10,0,0,0,0,0,25
99,9,4,1,0,0,27,0,0,31,24
99,9,4,1,0,0,27,0,0,35,25
123,15,6,3,1,0,0,5,1,28,43
72,11,6,4,1,0,1,0,0,10,31
63,9,4,1,0,0,15,0,0,21,24
81,9,4,1,0,0,21,0,0,23,23
68,22,3,4,0,0,0,0,0,0,16
102,11,3,1,9,0,0,0,0,7,26
152,6,3,1,18,0,0,0,0,5,30
99,9,4,1,0,0,27,0,0,35,23
197,7,3,1,2,0,51,0,0,66,35
66,9,4,1,0,0,16,0,0,21,24
165,7,3,1,2,0,42,0,0,56,35
101,12,3,1,10,0,0,0,0,20,33
192,16,3,4,0,0,7,7,1,16,39
88,10,6,2,4,0,0,0,0,0,22
97,9,3,1,7,0,0,0,0,0,21
102,14,3,1,5,0,0,0,0,7,30
138,14,3,2,1,0,4,8,1,10,37
98,8,3,1,10,0,0,0,0,2,23
81,14,3,1,7,0,0,0,0,4,26
112,11,3,1,6,0,0,0,0,0,24
72,9,4,1,0,0,18,0,0,27,24
91,6,3,1,12,0,0,0,0,6,31
119,6,2,2,1,0,16,0,0,25,50
94,10,2,2,6,0,0,0,0,3,33
90,9,4,1,0,0,24,0,0,28,26
89,14,3,2,0,0,0,5,1,4,32
140,12,3,11,0,0,0,1,1,26,45
135,12,3,10,0,0,0,1,1,35,36
109,10,2,2,14,0,0,0,0,13,35
298,13,3,1,6,0,82,0,0,86,34
104,16,3,4,2,0,0,0,0,42,37
105,14,3,1,11,0,0,0,0,8,31
90,10,2,2,11,0,0,0,0,20,29
110,20,3,1,16,0,0,0,0,6,29
65,12,3,1,7,0,0,0,0,3,26
88,12,3,1,9,0,0,0,0,4,31
90,9,4,1,0,0,24,0,0,31,20
317,11,3,2,1,0,77,1,1,105,50
95,6,3,1,9,0,0,0,0,4,32
139,13,3,5,0,0,0,6,1,28,35
101,12,3,1,6,0,0,0,0,29,30
89,14,3,2,0,0,0,5,1,5,30
107,10,3,2,0,0,0,9,1,4,29
116,14,3,1,13,0,0,0,0,20,31
87,15,3,1,0,0,0,0,0,20,28
96,11,2,2,15,0,0,0,0,7,26
63,9,4,1,0,0,15,0,0,18,20
84,6,3,1,10,0,0,0,0,6,27
87,12,3,2,13,0,0,0,0,15,31
83,14,3,1,8,0,0,0,0,8,30
76,15,3,4,0,0,0,1,1,3,28
98,15,3,1,4,0,0,0,0,8,28
178,16,3,1,2,0,3,12,1,5,36
77,20,3,3,0,0,2,0,1,7,34
94,11,3,2,1,0,0,0,0,7,44
94,14,3,2,0,0,0,4,1,7,35
155,16,6,3,3,0,0,2,1,8,37
102,15,3,1,6,0,0,0,0,7,29
77,14,3,1,9,0,0,0,0,1,24
408,6,2,1,0,0,60,9,1,74,33
115,15,3,2,2,0,20,0,0,26,35
87,9,5,2,2,0,0,0,0,1,20
91,17,3,2,13,0,0,0,0,0,21
83,10,3,1,10,0,0,0,0,10,31
156,10,3,1,16,1,0,1,1,7,30
87,10,3,1,7,0,0,0,0,8,31
190,11,3,2,10,0,5,2,1,5,40
133,12,3,11,0,0,0,1,1,30,40
87,15,3,1,0,0,0,0,0,21,29
99,11,2,2,10,0,0,0,0,7,25
85,13,3,1,0,0,0,3,1,0,28
93,16,3,1,9,0,0,0,0,7,29
123,15,6,2,10,0,0,0,0,0,24
131,9,3,1,7,0,0,0,0,14,29
94,14,3,2,3,0,0,2,1,4,37
93,6,2,1,6,0,0,0,0,8,32
92,14,3,2,2,0,0,2,1,4,36
90,9,4,1,0,0,24,0,0,25,23
76,15,3,5,1,0,0,1,1,4,30
94,9,2,1,0,0,24,0,0,27,25
100,8,3,1,12,0,0,0,0,0,21
85,11,3,1,8,0,0,0,0,7,31
105,14,3,1,9,0,0,0,0,9,30
90,9,4,1,0,0,24,0,0,27,25
109,17,3,1,11,0,0,0,0,9,33
129,12,3,8,0,0,0,1,1,31,40
103,13,3,1,11,0,0,0,0,0,24
110,13,3,1,13,0,0,0,0,6,29
187,11,3,2,1,0,45,1,1,53,39
87,13,3,2,4,0,0,0,0,0,26
135,12,3,9,0,0,0,1,1,26,41
101,15,6,3,7,0,0,0,0,7,28
306,9,3,1,11,0,88,0,0,102,32
101,7,3,1,12,0,0,0,0,6,27
119,18,3,1,12,0,0,0,0,7,28
69,15,3,4,0,0,0,1,1,17,26
106,10,3,2,0,0,0,9,1,3,30
81,9,4,1,0,0,21,0,0,25,20
81,9,4,1,0,0,21,0,0,26,23
167,14,3,1,1,0,3,12,1,5,37
69,18,3,3,5,0,0,0,0,0,23
133,12,3,9,0,0,0,1,1,36,42
87,15,3,1,0,0,0,0,0,19,29
83,13,3,2,5,0,0,0,0,0,22
94,14,3,2,0,0,0,4,1,7,35
90,13,6,2,0,0,0,0,0,7,27
64,11,3,2,0,0,0,4,1,2,25
110,12,3,1,8,0,0,0,0,13,30
81,9,4,1,0,0,21,0,0,26,23
48,23,6,3,0,0,0,0,0,2,21
87,15,3,1,0,0,0,0,0,23,28
89,16,3,3,0,0,0,0,0,17,31
90,17,3,1,8,0,0,0,0,10,31
107,6,3,1,13,0,0,0,0,6,32
116,17,3,1,7,0,0,1,1,8,35
100,17,3,3,6,0,2,1,1,10,33
84,10,3,1,0,0,0,3,1,0,24
71,9,3,2,0,0,0,5,1,8,31
102,8,2,1,9,0,0,0,0,13,38
129,13,3,2,0,0,0,5,1,27,33
90,11,3,1,3,0,0,0,0,0,21
96,12,3,2,8,0,0,0,0,0,24
102,6,2,2,11,0,0,0,0,8,32
87,9,5,2,6,0,0,0,0,1,22
102,9,2,2,14,0,0,0,0,18,28
72,9,4,1,0,0,18,0,0,27,23
84,15,3,1,8,0,0,0,0,8,29
119,16,6,3,2,0,0,2,1,4,36
183,15,3,2,1,0,2,2,1,4,39
89,12,3,2,8,0,0,0,0,7,29
89,6,2,1,5,0,0,0,0,8,31
114,6,2,1,6,0,0,0,0,1,22
180,16,6,4,3,0,0,5,1,9,42
84,17,6,3,5,0,0,0,0,8,27
69,9,4,1,0,0,16,0,0,22,22
224,11,3,5,4,0,35,2,1,61,47
103,15,3,1,8,0,0,1,1,8,34
64,10,2,3,0,0,0,0,0,27,23
99,14,3,2,6,0,0,0,0,8,28
111,14,3,1,0,0,13,3,1,24,33
69,14,3,8,2,0,0,1,1,12,29
81,9,4,1,0,0,21,0,0,27,24
81,9,4,1,0,0,21,0,0,26,25
89,10,3,1,2,0,0,0,0,37,33
99,23,3,2,9,0,0,0,0,0,24
138,12,3,11,0,0,0,1,1,39,39
81,9,4,1,0,0,21,0,0,27,22
86,12,3,1,5,0,0,0,0,1,26
57,25,3,2,4,0,2,0,0,2,26
122,15,3,2,0,0,21,0,0,31,34
89,11,3,2,7,0,0,4,1,5,38
110,15,3,2,3,0,18,0,0,26,33
154,12,3,12,0,0,0,1,1,35,39
102,6,2,1,6,0,0,0,0,1,26
109,15,3,1,10,0,0,0,0,6,25
102,7,3,1,11,0,0,0,0,6,26
84,15,3,1,8,0,0,0,0,10,28
126,27,3,3,1,0,0,4,1,16,42
99,9,4,1,0,0,27,0,0,33,23
111,10,3,2,0,0,0,9,1,4,30
90,17,3,1,11,0,0,0,0,1,26
119,23,3,2,1,0,0,1,1,40,36
262,11,3,2,1,0,59,1,1,80,46
87,15,3,1,0,0,0,0,0,23,28
231,14,3,1,1,0,66,0,0,67,30
96,11,3,2,0,0,3,6,1,15,31
96,12,3,1,7,0,0,0,0,10,30
93,13,3,1,7,0,0,0,0,6,26
240,9,3,1,4,0,68,0,0,78,32
441,9,3,1,14,0,132,0,0,144,33
125,10,2,2,12,0,0,0,0,5,32
85,15,3,1,6,0,0,0,0,0,23
101,11,2,2,9,0,0,0,0,9,27
88,11,2,2,8,0,0,0,0,10,27
70,23,6,4,0,0,0,0,0,24,29
99,9,4,1,0,0,27,0,0,35,24
215,9,2,1,0,0,63,1,1,80,36
142,11,5,2,14,0,0,0,0,17,31
94,19,2,3,0,0,2,1,1,17,34
91,11,3,1,6,0,0,0,0,0,24
109,15,6,3,16,0,0,0,0,6,28
121,17,3,1,12,0,0,0,0,8,32
92,6,3,1,10,0,0,0,0,4,32
111,6,2,1,10,0,0,0,0,8,31
81,9,4,1,0,0,21,0,0,23,23
99,9,4,1,0,0,27,0,0,26,22
81,9,4,1,0,0,21,0,0,29,23
107,9,5,2,6,0,0,0,0,1,22
63,9,4,1,0,0,15,0,0,18,20
229,10,2,1,4,0,64,0,0,33,31
95,14,3,2,7,0,0,0,0,8,33
84,10,3,1,3,0,0,0,0,27,35
99,11,3,1,8,0,0,1,1,10,34
87,15,3,1,0,0,0,0,0,23,27
114,8,3,1,14,0,0,0,0,0,24
105,9,2,2,14,0,0,0,0,19,31
97,17,3,1,6,0,0,0,0,0,25
82,11,3,1,8,0,0,0,0,0,22
101,12,2,2,11,0,0,0,0,2,26
107,13,3,1,8,0,0,0,0,41,34
280,11,3,2,1,0,65,1,1,84,47
143,12,3,11,0,0,0,1,1,31,44
86,6,2,1,8,0,0,0,0,11,29
120,7,3,1,15,0,0,0,0,6,29
92,15,3,3,0,0,0,1,0,26,37
81,9,4,1,0,0,21,0,0,26,25
85,12,3,1,7,0,0,0,0,10,29
84,13,3,1,6,0,0,0,0,10,30
99,11,3,2,0,0,5,1,1,5,39
66,16,3,3,5,0,0,0,0,16,27
90,17,3,1,7,0,0,0,0,0,24
112,17,3,1,7,0,0,0,0,8,32
256,11,3,2,1,0,56,1,1,70,48
71,16,2,1,0,0,0,0,0,0,22
110,6,2,1,2,0,2,4,1,3,31
99,17,6,3,10,0,0,0,0,9,28
118,9,2,1,0,0,31,0,0,28,25
102,9,2,2,15,0,0,0,0,19,28
72,9,4,1,0,0,18,0,0,23,22
87,15,3,3,1,0,0,4,1,16,38
87,15,3,1,0,0,0,0,0,21,28
101,13,3,2,0,0,9,4,1,13,41
65,18,3,3,0,0,0,0,0,0,21
116,8,3,1,12,0,0,0,0,0,23
89,10,3,1,4,0,0,0,0,28,36
114,9,2,1,0,0,29,1,1,38,33
88,16,3,1,2,0,0,1,1,0,26
67,13,3,3,0,0,0,0,0,19,30
92,6,2,2,5,0,0,0,0,1,22
171,23,3,1,0,0,45,1,1,56,32
101,11,3,2,9,0,0,0,0,5,27
113,13,3,1,12,0,0,0,0,10,29
110,14,3,2,8,0,0,0,0,8,30
98,14,3,7,3,0,0,1,1,13,31
240,9,2,1,0,0,70,1,1,90,37
69,14,3,8,2,0,0,1,1,14,30
91,17,3,2,12,0,0,0,0,0,23
116,10,3,2,7,0,0,1,1,9,30
127,27,3,3,1,0,0,4,1,15,41
76,14,2,3,0,0,0,0,0,32,26
93,12,3,1,11,0,0,0,0,19,34
85,13,4,1,12,0,0,0,0,10,28
99,9,4,1,0,0,27,0,0,32,23
87,15,3,1,0,0,0,0,0,19,27
108,11,3,2,9,0,0,0,0,5,30
72,14,3,4,2,0,0,1,1,9,27
86,9,2,1,1,0,20,0,0,20,26
84,11,3,1,6,0,0,0,0,0,21
116,7,3,1,14,0,0,0,0,6,29
105,8,3,1,12,0,0,0,0,2,25
103,10,3,1,10,0,0,1,1,10,31
94,14,3,2,5,0,0,0,0,8,32
133,9,2,1,0,0,37,0,0,47,23
103,14,3,1,0,0,14,1,1,23,37
154,7,3,1,2,0,36,0,0,54,36
111,10,3,2,0,0,0,9,1,5,32
93,6,3,1,10,0,0,0,0,8,33
94,9,3,1,1,0,20,0,0,26,30
79,15,3,3,1,0,0,3,1,7,32
126,15,6,3,7,0,0,0,0,7,31
136,13,3,2,0,0,21,4,1,24,40
100,14,3,1,12,0,0,0,0,8,26
90,9,4,1,0,0,24,0,0,31,23
145,12,3,11,0,0,0,1,1,40,41
93,12,3,1,5,0,0,1,1,0,32
131,9,5,2,10,0,0,0,0,1,25
76,15,3,4,0,0,0,1,1,3,28
84,14,3,1,0,0,0,0,0,2,27
177,13,3,1,3,0,40,0,0,55,35
139,19,6,4,12,0,0,0,0,8,25
106,6,2,1,8,0,0,0,0,8,31
123,15,6,3,1,0,0,5,1,28,42
94,13,2,2,12,0,0,0,0,6,28
123,15,6,3,1,0,0,5,1,28,43
153,16,3,1,1,0,3,11,1,5,35
368,9,3,1,11,0,108,0,0,128,34
103,17,3,1,10,0,0,0,0,4,26
87,7,3,1,9,0,0,0,0,6,26
105,11,3,1,4,0,0,0,0,0,24
87,20,3,1,6,0,0,0,0,6,28
95,9,3,1,6,0,0,2,1,18,36
47,26,3,3,0,0,0,0,0,0,20
92,11,3,1,11,0,0,0,0,10,32
99,9,4,1,0,0,27,0,0,28,24
138,12,3,10,0,0,0,1,1,31,40
93,10,2,2,0,0,0,2,1,31,35
77,30,3,2,4,0,0,0,0,0,24
91,13,3,2,0,0,6,4,1,12,36
106,17,3,3,6,0,2,1,1,10,33
88,11,3,2,2,0,5,1,1,5,29
109,12,3,1,12,0,0,0,0,9,27
99,14,3,2,6,0,0,0,0,9,30
115,10,2,2,8,0,2,4,1,9,32
86,11,3,1,7,0,0,0,0,6,28
99,13,3,1,7,0,0,0,0,6,30
101,25,3,5,1,0,0,1,1,4,27
158,12,3,17,0,0,0,1,1,37,42
91,10,3,1,4,0,0,0,0,30,32
83,9,3,1,7,0,0,0,0,6,26
88,10,3,1,4,0,0,0,0,4,28
229,13,3,2,6,0,0,5,1,11,40
90,11,3,1,8,0,0,0,0,0,24
234,16,3,1,0,0,66,0,0,95,30
100,10,2,1,2,0,4,1,1,15,36
67,13,3,2,0,0,0,0,0,11,27
85,10,2,2,9,0,0,0,0,5,28
113,9,2,1,0,0,30,0,0,40,24
133,9,2,1,0,0,37,0,0,48,28
104,11,2,1,3,0,24,1,1,20,28
122,13,3,1,7,0,0,3,1,0,27
84,15,3,4,0,0,0,1,0,26,37
97,6,2,2,6,0,0,0,0,1,23
138,12,3,12,0,0,0,1,1,43,39
180,11,3,2,1,0,45,1,1,50,37
71,14,3,4,0,0,0,0,0,27,30
103,8,3,1,15,0,0,0,0,0,24
140,12,3,11,0,0,0,1,1,28,43
136,9,3,1,2,0,34,0,0,41,29
107,10,3,2,0,0,0,9,1,4,32
388,11,3,2,1,0,101,1,1,126,46
104,10,3,2,0,0,0,9,1,3,30
93,15,6,2,5,0,0,0,0,0,24
91,10,3,1,8,0,0,1,1,8,30
106,11,3,1,7,0,0,1,1,8,33
96,7,3,1,11,0,0,0,0,6,26
89,11,3,1,9,0,0,0,0,8,28
85,15,3,1,10,0,0,0,0,0,24
98,13,2,2,13,0,0,0,0,9,29
66,13,3,3,0,0,0,2,1,3,31
90,9,4,1,0,0,24,0,0,32,22
94,10,3,1,9,0,0,0,0,6,29
93,10,2,2,0,0,0,2,1,31,35
91,6,2,1,6,0,0,0,0,9,32
345,11,3,2,1,0,86,1,1,114,48
106,10,3,2,0,0,0,9,1,3,30
84,6,2,1,5,0,0,0,0,8,29
97,10,3,1,10,1,0,0,0,8,32
117,10,3,1,13,0,0,0,0,6,30
87,15,3,1,0,0,0,0,0,22,28
97,9,2,1,0,0,25,0,0,26,26
90,9,4,1,0,0,24,0,0,32,26
96,9,2,2,13,0,0,0,0,19,29
76,21,6,4,0,0,0,0,0,1,25
122,6,2,1,6,0,0,0,0,1,22
92,11,3,1,10,0,0,0,0,8,31
107,13,3,1,11,0,0,0,0,4,27
81,9,4,1,0,0,21,0,0,26,23
92,8,3,1,11,0,0,0,0,0,26
85,17,3,2,5,0,0,0,0,8,28
177,17,3,3,7,0,8,1,1,20,40
96,10,2,2,1,0,0,0,0,8,30
85,12,3,2,8,0,0,0,0,13,31
92,15,3,3,0,0,0,1,0,26,37
87,13,3,2,3,0,0,0,0,0,24
295,13,3,1,4,0,86,0,0,88,32
175,12,3,15,0,0,0,1,1,42,43
124,9,3,1,7,0,0,0,0,14,32
86,15,3,2,0,0,0,6,1,10,30
145,11,2,2,4,0,6,3,1,28,39
93,10,2,2,0,0,0,2,1,31,35
95,11,2,2,0,0,17,0,1,16,35
67,6,2,1,5,0,0,0,0,12,27
102,15,3,1,9,0,0,0,0,9,29
64,13,3,5,0,0,0,4,1,11,28
135,14,3,1,18,0,0,0,0,15,31
96,11,3,2,0,0,3,6,1,15,30
84,14,5,3,0,0,0,2,1,2,40
114,13,3,2,0,0,12,4,1,15,39
134,12,3,9,0,0,0,1,1,33,42
90,9,4,1,0,0,24,0,0,25,23
116,14,3,1,12,0,0,0,0,8,30
66,9,4,1,0,0,16,0,0,21,22
211,9,2,1,0,0,63,0,0,83,27
82,15,3,3,0,0,0,1,0,26,34
94,12,2,2,13,0,0,0,0,1,24
101,16,3,1,13,0,0,0,0,8,30
90,9,4,1,0,0,24,0,0,30,22
90,9,4,1,0,0,24,0,0,29,25
93,13,3,1,1,0,18,0,0,22,30
89,14,3,2,0,0,0,5,1,6,30
89,8,3,1,9,0,0,0,0,6,28
83,20,3,1,6,0,0,0,0,7,29
87,15,3,1,11,0,0,0,0,2,26
88,10,2,2,1,0,0,0,0,10,43
114,14,3,2,9,0,0,0,0,8,31
75,12,3,4,0,0,0,1,1,5,35
99,14,3,1,0,0,6,1,1,18,37
100,11,3,1,11,0,0,0,0,10,34
87,12,3,1,7,0,0,0,0,2,26
99,13,3,1,8,0,0,1,1,6,30
211,13,2,2,3,0,0,2,1,49,66
99,9,4,1,0,0,27,0,0,28,22
201,9,3,1,6,0,52,0,0,64,33
86,23,3,2,7,0,0,0,0,0,24
130,10,2,2,16,0,0,0,0,14,34
108,15,3,1,6,0,0,2,1,14,38
95,11,2,2,0,0,0,0,0,7,28
85,12,3,1,7,0,0,0,0,7,29
90,13,3,1,0,0,14,0,0,21,30
99,9,4,1,0,0,27,0,0,28,23
95,11,3,1,7,0,0,0,0,0,24
82,14,3,1,6,0,0,0,0,4,25
67,14,3,3,0,0,0,2,1,6,31
99,9,5,2,6,0,0,0,0,1,24
102,10,3,1,9,0,0,0,0,13,30
72,21,6,4,0,0,0,0,0,0,26
88,10,3,1,9,0,0,0,0,6,29
81,9,4,1,0,0,21,0,0,27,26
87,15,3,1,0,0,0,0,0,22,29
111,10,3,1,9,0,0,0,0,12,31
238,11,3,1,28,0,0,0,0,28,34
99,6,3,1,9,0,0,0,0,4,34
92,10,3,1,13,0,0,0,0,8,27
105,9,5,2,6,0,0,0,0,1,25
272,11,3,2,1,0,62,1,1,74,49
45,15,5,3,0,0,0,0,0,0,21
112,12,3,1,7,0,2,2,1,2,39
135,12,3,10,0,0,0,1,1,37,39
90,11,3,1,8,0,0,0,0,4,25
74,9,4,1,0,0,18,0,0,21,21
91,8,3,1,10,0,0,0,0,8,29
95,14,3,1,6,0,0,0,0,7,28
90,15,3,4,0,0,0,1,1,1,32
104,14,3,2,9,0,0,0,0,11,31
85,6,2,1,5,0,0,0,0,8,31
89,12,3,7,0,0,0,2,1,7,38
102,11,3,1,9,0,0,0,0,8,28
95,11,3,2,0,0,3,6,1,14,30
88,11,2,2,14,0,0,0,0,6,24
95,14,3,2,3,0,0,1,1,6,35
99,9,4,1,0,0,27,0,0,29,26
102,9,2,2,13,0,0,0,0,20,32
142,15,2,2,8,0,2,0,0,21,47
91,8,3,1,10,0,0,0,0,6,30
88,9,3,1,9,0,0,0,0,1,28
132,13,6,2,0,0,0,0,0,11,34
95,13,3,1,9,0,0,0,0,6,29
128,11,3,3,2,0,11,1,1,21,32
87,15,3,1,0,0,0,0,0,19,28
90,7,3,1,11,0,0,0,0,5,25
91,11,3,1,11,0,0,0,0,10,32
126,12,3,8,0,0,0,1,1,30,40
95,8,3,1,12,0,0,0,0,6,28
110,8,3,1,15,0,0,0,0,1,26
112,7,3,2,4,0,0,1,1,4,29
86,10,3,1,5,0,0,0,0,34,32
110,15,6,3,17,0,0,0,0,8,27
87,15,3,1,0,0,0,0,0,19,26
118,9,2,1,0,0,31,0,0,34,26
94,8,3,1,9,0,0,0,0,6,27
110,9,3,1,6,0,0,2,1,1,29
114,15,6,3,17,0,0,0,0,12,30
84,9,3,5,2,0,0,1,1,3,29
75,13,3,3,0,0,0,5,1,12,32
93,10,3,1,9,0,0,0,0,7,29
89,13,2,2,11,0,0,0,0,6,27
96,11,3,1,9,0,0,0,0,8,31
95,17,3,4,2,0,0,0,0,44,30
99,15,3,1,5,0,0,0,0,8,31
85,11,3,2,6,0,0,0,0,9,27
97,10,2,2,9,0,0,0,0,14,30
97,12,3,1,10,0,0,0,0,10,28
111,6,2,1,8,0,0,0,0,8,31
159,15,2,2,0,0,15,0,0,35,44
119,14,3,2,10,0,0,0,0,11,32
67,13,3,2,0,0,0,0,0,11,28
99,17,3,1,9,0,0,0,0,0,22
87,20,3,4,0,0,0,0,0,28,30
99,9,4,1,0,0,27,0,0,34,24
130,12,3,7,0,0,0,1,1,34,40
108,7,2,1,0,0,0,8,1,15,29
117,20,3,1,16,0,0,0,0,8,29
98,6,2,1,4,0,0,0,0,1,22
58,15,5,4,0,0,0,0,0,0,22
137,15,2,2,2,0,8,0,0,24,48
124,15,3,1,0,0,2,2,1,2,34
99,15,3,1,4,0,0,0,0,8,28
123,15,6,3,1,0,0,5,1,28,42
85,10,3,1,7,0,0,0,0,14,31
110,8,3,1,13,0,0,0,0,2,24
90,15,3,2,14,0,0,0,0,3,27
98,15,6,2,5,0,0,0,0,4,25
191,7,2,1,2,0,16,6,1,36,37
103,15,6,3,17,0,0,0,0,6,28
83,8,3,1,9,0,0,0,0,6,29
85,9,2,1,0,0,20,0,0,22,23
71,19,3,4,0,0,0,0,0,3,24
90,15,3,2,15,0,0,0,0,7,27
134,13,6,2,0,0,0,0,0,6,29
84,18,3,1,6,0,0,0,0,11,29
96,11,3,2,0,0,3,6,1,14,31
165,15,6,4,10,2,0,0,0,25,38
113,9,2,3,0,0,2,3,2,18,50
84,11,3,1,1,0,0,1,1,10,46
110,16,3,3,0,0,0,7,1,6,39
160,7,3,1,2,0,39,0,0,54,35
84,17,3,2,10,0,0,0,0,5,27
84,10,3,1,8,0,0,0,0,8,27
80,15,3,4,1,0,0,1,1,8,29
63,9,4,1,0,0,15,0,0,21,24
71,15,3,4,1,0,0,2,0,30,34
113,13,2,1,0,0,26,0,0,18,28
99,8,3,1,11,0,0,0,0,6,30
93,8,3,1,10,0,0,0,0,2,28
87,8,3,1,11,0,0,0,0,1,26
130,21,3,1,12,0,0,1,1,0,41
87,15,3,1,0,0,0,0,0,20,27
81,9,4,1,0,0,21,0,0,27,22
72,9,4,1,0,0,18,0,0,18,24
100,9,3,1,1,0,22,0,0,30,29
114,7,3,1,13,0,0,0,0,6,30
118,14,3,2,6,0,0,0,0,8,29
89,15,3,2,13,0,0,0,0,3,22
96,13,3,2,0,0,0,3,1,3,31
115,15,3,2,2,0,20,0,0,28,34
105,13,2,2,17,0,0,0,0,7,28
119,14,3,1,12,0,0,0,0,8,30
98,12,3,2,0,0,0,1,1,9,33
91,13,2,1,8,0,0,0,0,0,24
81,13,3,2,1,0,0,8,1,17,30
115,13,2,2,16,0,0,0,0,6,29
101,12,3,1,11,0,0,0,0,8,29
86,23,3,2,7,0,0,0,0,0,24
138,15,6,2,12,0,0,0,0,0,23
73,15,3,4,2,0,0,1,1,14,29
112,10,2,2,4,0,0,0,0,16,46
117,11,2,1,0,0,30,0,1,26,32
91,14,3,3,0,0,0,3,1,16,34
87,15,3,1,0,0,0,0,0,20,28
38,14,3,2,0,0,0,0,0,2,21
99,9,4,1,0,0,27,0,0,29,24
71,19,3,4,0,0,0,0,0,3,24
98,17,3,1,11,0,0,0,0,8,32
134,12,3,9,0,0,0,1,1,31,43
81,9,4,1,0,0,21,0,0,27,23
115,13,3,1,14,0,0,0,0,10,31
78,14,3,1,7,0,0,0,0,1,25
133,14,3,1,12,0,0,0,0,15,34
123,13,3,1,11,0,0,1,1,8,35
119,8,2,2,0,0,0,4,1,16,32
141,13,6,2,0,0,0,0,0,8,30
114,16,6,3,1,0,0,2,1,2,36
87,15,3,1,0,0,0,0,0,18,28
104,14,3,2,7,0,0,0,0,9,30
78,15,2,2,0,0,9,1,1,10,29
67,14,3,3,0,0,0,2,1,6,30
103,7,3,1,13,0,0,0,0,6,30
87,10,3,1,7,0,0,0,0,6,29
102,14,3,1,8,0,0,0,0,7,29
108,6,3,1,13,0,0,0,0,4,34
108,8,3,1,12,0,0,0,0,1,26
93,14,3,3,0,0,0,3,1,16,34
66,15,3,2,0,0,0,0,0,3,22
110,15,6,2,7,0,0,0,0,0,24
101,15,6,2,5,0,0,0,0,0,23
111,14,3,2,9,0,0,0,0,8,32
83,17,3,2,6,0,0,0,0,8,27
97,13,3,1,1,0,21,0,0,25,29
90,9,4,1,0,0,24,0,0,29,23
81,9,4,1,0,0,21,0,0,27,24
85,15,3,2,12,0,0,0,0,3,24
248,14,3,2,1,0,70,0,0,68,30
87,15,3,3,1,0,0,4,1,16,38
86,10,3,2,5,0,0,2,1,21,30
90,8,3,1,9,0,0,0,0,6,29
86,11,3,1,0,0,7,1,1,17,28
78,12,3,4,1,0,0,1,1,3,29
130,15,3,1,1,0,2,2,1,4,40
67,12,3,2,7,0,0,0,0,17,27
111,15,6,3,16,0,0,0,0,6,28
92,6,2,1,6,0,0,0,0,8,29
108,15,2,10,1,0,0,0,0,15,40
107,11,3,1,7,0,0,0,0,14,34
116,6,2,1,6,0,0,0,0,1,23
90,10,3,1,10,0,0,0,0,4,27
108,8,3,1,11,0,0,0,0,3,27
103,17,3,1,10,0,0,0,0,0,26
84,12,3,2,8,0,0,0,0,13,32
110,14,3,1,12,0,0,0,0,13,30
119,10,3,1,13,0,0,1,1,9,33
64,14,3,4,0,0,0,1,1,11,25
97,8,3,1,10,0,0,0,0,0,23
108,16,3,3,0,0,0,1,0,12,43
98,14,3,2,4,0,0,1,1,6,35
85,16,3,1,8,0,0,0,0,7,26
115,9,2,2,15,0,0,0,0,18,31
112,15,6,2,9,0,0,0,0,0,25
90,9,4,1,0,0,24,0,0,29,26
71,19,3,4,0,0,0,0,0,3,24
92,10,3,1,9,0,0,0,0,5,29
95,11,3,2,0,0,3,6,1,13,32
92,8,3,1,9,0,0,0,0,6,27
103,15,2,11,0,0,0,0,0,20,43
109,9,2,2,16,0,0,0,0,18,32
67,12,3,2,7,0,0,0,0,16,27
97,9,5,2,2,0,0,0,0,1,22
91,15,3,1,0,0,0,2,1,0,29
87,15,3,1,0,0,0,0,0,23,29
105,20,3,1,11,0,0,0,0,6,29
64,14,3,4,0,0,0,1,1,11,25
85,11,3,1,6,0,0,0,0,0,22
92,15,3,1,4,0,0,0,0,8,29
197,13,3,1,4,0,57,0,0,51,25
184,16,6,4,3,0,0,5,1,9,42
98,10,3,1,11,0,0,0,0,6,30
134,13,3,1,16,0,0,0,0,2,28
224,11,3,5,4,0,35,2,1,61,47
80,11,3,1,8,0,0,0,0,0,23
90,9,4,1,0,0,24,0,0,27,21
81,21,6,3,2,0,0,0,0,3,25
87,17,3,1,5,0,0,0,0,0,21
109,15,2,4,1,0,2,5,3,22,36
108,15,6,2,9,0,0,0,0,0,21
90,9,3,2,0,0,0,5,1,17,31
81,9,4,1,0,0,21,0,0,30,24
75,9,4,1,0,0,19,0,0,23,22
