URLLength,HostLength,TLDLength,DotCount,DashCount,@Count,%Count,=Count,?Count,DigitCount,UniqueCharCount,URLType
138,7,3,1,2,0,33,0,0,40,34,0
145,13,6,2,0,0,0,0,0,8,31,0
92,14,3,1,7,0,0,0,0,10,25,0
131,11,3,2,11,0,0,2,1,2,39,0
107,13,2,2,14,0,0,0,0,6,28,0
120,15,3,1,9,0,0,1,1,7,27,0
111,10,3,2,0,0,0,9,1,5,31,0
86,10,3,1,9,0,0,0,0,5,29,0
74,16,3,2,0,0,4,0,0,7,33,1
122,14,3,1,13,0,0,0,0,8,28,0
106,12,3,2,0,0,0,8,1,3,28,1
91,6,2,1,1,0,0,0,0,0,27,0
157,12,3,13,0,0,0,1,1,31,43,0
87,7,3,1,10,0,0,0,0,6,28,0
112,15,2,2,4,0,4,0,0,15,43,0
127,11,3,2,12,0,0,4,1,1,38,0
110,8,3,1,14,0,0,0,0,0,21,0
94,14,3,2,0,0,0,4,1,7,35,1
90,9,4,1,0,0,24,0,0,31,23,1
92,14,3,3,0,0,0,2,1,20,35,1
81,9,4,1,0,0,21,0,0,24,24,1
93,9,4,1,0,0,25,0,0,33,24,1
262,11,3,2,1,0,59,1,1,78,41,0
83,11,3,1,9,0,0,0,0,8,29,0
108,14,3,1,11,0,0,0,0,9,30,0
67,14,3,3,0,0,0,2,1,6,31,1
89,17,3,2,14,0,0,0,0,0,22,0
101,13,3,1,1,0,24,0,0,29,28,0
122,12,3,8,0,0,0,1,1,31,38,0
81,9,4,1,0,0,21,0,0,28,21,1
84,10,2,2,7,0,0,0,0,4,34,0
112,11,3,1,6,0,0,1,1,22,30,0
92,11,5,2,8,0,0,0,0,17,32,0
85,10,6,2,6,0,0,0,0,0,25,0
87,15,3,3,1,0,0,4,1,16,38,1
90,9,4,1,0,0,24,0,0,27,24,1
87,15,3,1,0,0,0,0,0,21,28,0
122,13,3,1,15,0,0,0,0,0,25,0
85,10,3,1,9,0,0,0,0,8,25,0
135,10,3,1,12,1,0,1,1,7,35,0
121,15,6,2,13,0,0,0,0,0,23,0
108,10,3,2,0,0,0,9,1,3,29,0
130,10,2,2,14,0,0,0,0,11,34,0
131,6,2,2,2,0,32,0,0,31,31,0
120,13,3,1,14,0,0,0,0,0,26,0
102,12,3,1,12,0,0,0,0,8,29,0
85,10,3,1,4,0,0,0,0,4,28,0
110,15,3,2,17,0,0,0,0,3,24,0
86,15,3,2,0,0,0,6,1,10,30,1
133,12,3,9,0,0,0,1,1,34,39,0
89,11,3,1,7,0,0,0,0,0,22,0
90,9,4,1,0,0,24,0,0,27,24,1
81,9,4,1,0,0,21,0,0,26,20,1
122,7,3,2,0,0,0,3,1,7,41,0
72,9,4,1,0,0,18,0,0,24,26,1
136,13,3,5,0,0,0,6,1,28,35,0
115,18,3,2,0,0,2,1,1,9,30,0
79,17,3,3,3,0,0,1,1,1,24,1
136,12,3,11,0,0,0,1,1,23,44,0
138,15,3,1,1,0,2,2,1,2,35,0
91,17,3,2,13,0,0,0,0,2,25,0
120,14,3,1,14,0,0,0,0,8,29,0
120,9,3,1,13,0,0,1,1,4,28,0
100,14,3,1,9,0,0,0,0,8,27,0
99,12,3,1,5,0,0,1,1,14,35,0
102,11,3,2,1,0,5,1,1,11,42,0
69,20,9,3,2,0,0,1,1,3,28,1
108,9,2,2,15,0,0,0,0,19,32,0
145,12,3,11,0,0,0,1,1,40,41,0
72,9,4,1,0,0,18,0,0,21,22,1
107,17,3,1,8,0,0,0,0,0,24,0
112,14,3,1,10,0,0,0,0,8,31,0
88,18,3,1,0,0,0,0,0,36,29,0
90,17,3,1,9,0,0,0,0,0,23,0
81,9,4,1,0,0,21,0,0,27,19,1
411,6,2,1,0,0,60,9,1,74,33,0
132,13,3,5,0,0,0,6,1,28,37,0
165,15,3,1,1,0,8,2,1,20,48,0
86,17,3,1,6,0,0,0,0,12,29,0
170,11,3,2,19,0,0,1,1,5,32,0
99,9,4,1,0,0,27,0,0,32,24,1
70,15,2,3,0,0,0,0,0,20,36,1
118,9,2,1,0,0,31,0,0,32,27,0
118,13,3,1,10,0,0,0,0,5,26,0
106,10,3,2,0,0,0,9,1,3,29,0
95,11,3,2,0,0,3,6,1,13,31,0
92,7,3,1,11,0,0,0,0,6,27,0
83,12,3,1,10,0,0,0,0,8,28,0
106,11,3,4,1,0,4,3,1,7,39,0
110,10,3,2,0,0,0,9,1,4,28,0
84,13,3,1,7,0,0,0,0,6,28,0
72,9,4,1,0,0,18,0,0,20,22,1
148,7,3,1,2,0,33,0,0,52,41,0
106,10,2,2,4,0,0,0,0,19,45,0
240,9,3,1,5,0,68,0,0,72,32,0
97,10,3,1,10,0,0,0,0,7,29,0
83,9,3,1,10,0,0,0,0,6,27,0
81,9,4,1,0,0,21,0,0,23,25,1
265,13,3,1,8,0,72,0,0,91,32,0
83,10,3,1,3,0,0,0,0,4,28,0
92,13,3,1,7,0,0,0,0,6,28,0
97,12,3,1,8,0,0,0,0,0,25,0
90,9,4,1,0,0,24,0,0,31,23,1
109,15,3,1,7,0,0,2,1,6,33,0
108,15,6,3,16,0,0,0,0,10,30,0
65,21,6,4,0,0,0,0,0,24,28,1
98,12,3,1,8,0,0,0,0,10,29,0
92,11,3,1,12,0,0,0,0,0,24,0
129,13,3,2,0,0,0,5,1,27,34,0
101,9,3,1,8,0,0,2,1,17,39,0
98,13,3,2,6,0,0,0,0,0,26,0
110,6,2,1,2,0,2,4,1,3,31,0
102,6,2,2,4,0,0,0,0,1,20,0
73,15,3,4,2,0,0,1,1,14,29,1
112,17,3,1,9,0,0,0,0,12,31,0
92,15,6,3,13,0,0,0,0,10,27,0
113,9,3,1,3,0,26,0,0,33,32,0
85,20,3,1,9,0,0,0,0,6,29,0
91,20,3,1,9,0,0,0,0,6,26,0
166,10,3,1,19,1,0,1,1,22,39,0
101,12,2,2,11,0,0,0,0,0,25,0
111,10,3,2,0,0,0,9,1,5,31,0
114,7,3,1,16,0,0,0,0,7,27,0
100,9,2,1,0,0,25,0,0,22,24,0
263,11,3,2,1,0,59,1,1,77,48,0
161,12,3,14,0,0,0,1,1,37,42,0
87,15,3,1,0,0,0,0,0,19,27,0
105,12,2,1,0,0,27,0,0,28,28,0
110,15,2,3,2,0,5,0,0,13,43,0
89,14,3,2,0,0,0,5,1,6,30,1
80,20,9,3,2,0,0,1,1,3,26,1
282,11,3,2,1,0,65,1,1,83,48,0
91,6,3,1,9,0,0,0,0,4,31,0
172,9,3,1,5,0,42,0,0,51,32,0
104,6,2,1,4,0,0,0,0,1,23,0
135,15,2,13,1,0,2,0,0,22,42,0
100,10,3,1,5,0,0,0,0,30,38,0
117,15,3,1,1,0,0,2,1,0,30,0
85,17,3,1,7,0,0,0,0,0,23,0
111,9,5,2,3,0,2,3,1,2,31,0
80,15,3,2,0,0,0,0,0,0,22,1
84,9,5,2,0,0,8,2,1,10,28,0
134,11,3,2,14,0,0,1,1,5,32,0
95,15,3,1,3,0,0,0,0,8,29,0
92,20,3,1,11,0,0,0,0,6,28,0
91,11,3,2,10,0,0,0,0,1,26,0
47,17,5,3,0,0,0,0,0,0,21,1
86,6,3,1,11,0,0,0,0,6,30,0
344,11,3,2,1,0,86,1,1,109,45,0
138,12,3,2,17,0,0,0,0,12,33,0
88,11,3,1,6,0,0,0,0,0,25,0
105,12,2,1,0,0,27,0,0,29,28,0
67,18,3,3,0,0,0,1,2,3,25,1
84,13,3,1,1,0,15,0,0,17,31,0
67,13,3,2,0,0,0,0,0,11,28,1
120,11,3,2,14,0,0,0,0,1,24,0
93,17,3,1,11,0,0,0,0,4,27,0
94,6,3,1,12,0,0,0,0,4,35,0
100,10,3,2,8,0,0,0,0,7,29,0
76,16,3,4,2,0,0,1,1,3,27,1
93,6,2,2,12,0,0,0,0,5,32,0
157,9,3,1,5,0,40,0,0,50,33,0
148,12,3,13,0,0,0,1,1,36,44,0
113,10,2,2,7,0,2,5,1,15,34,0
84,10,3,1,11,0,0,0,0,10,30,0
86,8,3,1,11,0,0,0,0,0,24,0
90,6,2,1,7,0,0,0,0,8,31,0
88,15,3,1,5,0,0,2,1,9,38,0
137,11,3,2,12,0,0,0,0,7,32,0
140,13,3,5,0,0,0,6,1,28,37,0
99,9,2,1,0,0,0,0,0,7,28,0
87,11,2,2,13,0,0,0,0,6,25,0
90,17,3,3,3,0,2,1,1,10,33,0
81,9,4,1,0,0,21,0,0,24,21,1
89,10,6,3,6,0,0,0,0,0,25,0
111,15,3,1,11,0,0,1,1,8,33,0
67,13,3,2,0,0,0,3,1,3,31,1
110,12,3,1,16,0,0,0,0,0,35,0
84,7,2,1,9,0,0,0,0,7,28,0
97,9,3,1,12,0,0,0,0,4,27,0
105,17,3,1,8,0,0,0,0,0,27,0
96,11,3,2,0,0,3,6,1,15,30,0
100,11,3,1,8,0,0,0,0,0,24,0
72,21,6,4,0,0,0,0,0,0,25,1
101,12,2,1,0,0,21,0,0,26,29,0
103,10,3,1,10,0,0,0,0,6,29,0
77,21,3,5,0,0,0,2,2,8,29,1
139,12,3,12,0,0,0,1,1,34,39,0
72,9,4,1,0,0,18,0,0,25,22,1
100,7,3,1,10,0,0,0,0,6,30,0
124,11,3,2,1,0,7,3,1,12,39,0
81,9,4,1,0,0,21,0,0,27,21,1
71,9,3,2,0,0,0,5,1,8,31,1
82,15,3,3,0,0,0,1,0,26,34,1
88,10,3,1,4,0,0,0,0,28,36,0
92,15,3,3,0,0,0,1,0,26,37,1
93,13,2,1,8,0,0,0,0,0,24,0
93,6,2,2,12,0,0,0,0,6,32,0
113,10,3,2,12,0,0,1,1,9,34,0
191,14,3,5,0,0,4,8,1,24,46,1
76,13,3,1,0,0,18,0,0,17,23,1
84,6,2,2,4,0,0,0,0,1,23,0
92,8,3,1,10,0,0,0,0,6,27,0
99,9,4,1,0,0,27,0,0,31,24,1
337,9,3,1,10,0,98,0,0,110,33,0
93,17,3,2,13,0,0,0,0,0,23,0
126,12,3,8,0,0,0,1,1,34,40,0
90,11,2,2,12,0,0,0,0,9,27,0
103,20,3,1,11,0,0,0,0,6,29,0
98,11,2,2,9,0,0,0,0,9,25,0
133,14,3,2,13,0,0,0,0,8,31,0
117,14,3,3,8,0,0,0,0,8,31,0
72,21,6,4,1,0,0,0,0,22,28,1
142,9,3,1,2,0,36,0,0,45,30,0
72,9,4,1,0,0,18,0,0,24,24,1
100,12,3,2,11,0,0,0,0,0,27,0
81,9,4,1,0,0,21,0,0,27,24,1
97,9,2,1,0,0,24,0,0,29,24,0
69,14,3,8,2,0,0,1,1,14,31,1
92,15,3,3,0,0,0,1,0,26,37,1
160,12,3,14,0,0,0,1,1,30,44,0
99,9,4,1,0,0,27,0,0,33,25,1
90,9,4,1,0,0,24,0,0,29,22,1
122,14,3,1,11,0,0,0,0,15,31,0
90,8,3,1,10,0,0,0,0,0,26,0
94,6,2,2,1,0,20,0,0,18,30,0
90,9,4,1,0,0,24,0,0,29,25,1
98,18,3,1,9,0,0,0,0,11,32,0
90,9,4,1,0,0,24,0,0,31,26,1
124,10,3,2,13,0,0,0,0,14,29,0
99,9,4,1,0,0,27,0,0,31,25,1
141,13,6,2,0,0,0,0,0,8,30,0
84,9,4,1,0,0,22,0,0,25,24,1
99,9,4,1,0,0,27,0,0,36,23,1
92,13,3,1,9,0,0,0,0,8,30,0
88,14,3,2,0,0,0,5,1,5,28,1
105,15,3,1,8,0,0,0,0,9,29,0
113,7,3,1,16,0,0,0,0,5,27,0
64,13,3,3,0,0,0,0,0,11,30,1
126,14,3,2,0,0,24,0,0,20,31,1
87,15,3,1,0,0,0,0,0,19,27,0
93,7,3,1,10,0,0,0,0,5,26,0
99,9,4,1,0,0,27,0,0,26,23,1
88,8,3,1,10,0,0,0,0,4,26,0
103,11,3,2,14,0,0,0,0,1,27,0
66,11,3,2,0,0,0,4,1,2,26,1
68,18,3,3,4,0,0,0,0,0,24,1
118,7,3,1,17,0,0,0,0,8,28,0
90,9,4,1,0,0,24,0,0,29,23,1
78,14,3,3,1,0,0,3,1,6,32,1
88,12,3,1,7,0,0,1,1,7,35,0
148,15,3,1,1,0,2,2,1,2,38,0
127,10,2,2,14,0,0,0,0,3,30,0
101,12,3,1,4,0,0,0,0,8,28,0
69,15,3,2,0,0,0,3,1,4,31,1
99,9,4,1,0,0,27,0,0,31,23,1
86,8,3,1,8,0,0,0,0,6,26,0
89,15,3,1,6,0,0,0,0,0,23,0
101,12,2,2,11,0,0,0,0,2,26,0
88,10,3,1,8,0,0,0,0,7,29,0
90,17,3,2,13,0,0,0,0,0,22,0
146,7,3,1,1,0,36,0,0,50,34,0
83,14,2,1,0,0,16,0,0,19,25,0
90,11,3,1,7,0,0,0,0,0,23,0
94,10,2,1,2,0,4,1,1,14,36,0
80,14,3,1,6,0,0,0,0,1,25,1
121,15,3,1,10,0,0,1,1,7,30,0
190,7,2,1,2,0,16,6,1,35,37,0
102,13,3,1,8,0,0,1,1,12,34,0
85,9,3,1,6,0,0,0,0,7,28,0
84,7,3,1,8,0,0,0,0,11,30,0
83,10,2,2,0,0,0,0,0,8,41,0
169,9,2,1,0,0,49,0,0,63,25,0
115,16,3,1,2,0,24,0,0,36,31,0
101,6,3,1,9,0,0,0,0,4,35,0
103,9,2,2,16,0,0,0,0,20,29,0
289,11,3,2,1,0,68,1,1,88,44,0
118,13,3,1,7,0,0,3,1,0,27,0
101,9,2,2,14,0,0,0,0,19,28,0
104,7,2,1,0,0,0,8,1,15,28,0
139,12,3,1,12,0,0,0,0,8,32,0
113,12,3,1,10,0,0,0,0,10,30,0
91,14,3,2,1,0,0,2,1,8,40,0
84,13,3,1,8,0,0,0,0,6,28,0
90,15,2,2,0,0,0,0,0,16,34,0
83,10,3,1,8,0,0,0,0,6,31,0
120,20,3,4,0,0,0,2,0,49,33,1
94,12,3,1,8,0,0,1,1,9,32,0
361,11,3,2,1,0,92,1,1,129,50,0
137,11,3,1,13,0,0,0,0,0,25,0
107,6,2,1,9,0,0,0,0,9,31,1
103,12,3,2,12,0,0,0,0,0,26,0
93,10,2,2,0,0,0,2,1,31,35,0
94,12,3,1,7,0,0,0,0,10,31,0
95,6,2,1,9,0,0,0,0,11,33,1
110,8,3,1,13,0,0,0,0,0,26,0
81,9,4,1,0,0,21,0,0,27,21,1
134,12,3,9,0,0,0,1,1,27,43,0
111,14,2,4,0,0,0,2,1,31,34,0
111,13,3,1,15,0,0,0,0,6,30,0
87,15,3,1,10,0,0,0,0,0,25,0
79,15,3,3,1,0,0,3,1,7,32,1
91,15,3,2,9,0,6,0,0,11,31,0
96,13,2,2,2,0,0,0,0,0,24,0
67,14,3,2,0,0,0,4,1,7,34,1
88,6,2,1,4,0,0,0,0,1,23,0
111,15,3,1,11,0,0,0,0,8,31,0
96,11,3,1,12,0,0,0,0,7,32,0
85,13,4,1,8,0,0,0,0,4,24,0
124,11,3,2,11,0,0,1,1,6,33,0
98,15,6,3,16,0,0,0,0,12,27,0
128,10,3,1,15,0,0,0,0,6,31,0
273,13,3,1,7,0,72,0,0,87,34,0
99,9,4,1,0,0,27,0,0,31,23,1
72,9,4,1,0,0,18,0,0,23,19,1
67,14,3,3,0,0,0,2,1,6,31,1
81,9,4,1,0,0,21,0,0,28,22,1
98,14,3,1,8,0,0,0,0,15,32,0
202,21,3,1,12,0,27,1,1,44,53,0
147,22,3,7,3,0,0,1,1,4,30,1
100,8,3,1,12,0,0,0,0,1,24,0
116,11,3,1,10,0,0,1,1,8,33,0
89,14,3,2,0,0,0,5,1,5,31,1
125,11,5,2,19,0,0,0,0,15,33,0
106,13,6,2,0,0,0,0,0,6,28,0
94,17,3,2,6,0,0,0,0,9,30,0
72,9,4,1,0,0,18,0,0,22,22,1
72,9,4,1,0,0,18,0,0,24,24,1
138,7,3,1,2,0,33,0,0,46,32,0
98,21,6,5,0,0,0,2,1,1,28,1
113,11,3,1,11,0,0,0,0,0,24,0
218,10,2,1,5,0,62,0,0,31,27,0
96,11,3,2,0,0,3,6,1,14,32,0
96,17,3,1,6,0,0,0,0,0,23,0
87,15,3,1,0,0,0,0,0,19,29,0
131,14,3,2,13,0,0,0,0,8,30,0
160,9,3,1,3,0,42,0,0,46,31,0
90,9,4,1,0,0,24,0,0,29,24,1
85,10,3,1,4,0,0,0,0,4,26,0
60,14,0,4,0,0,0,0,0,24,34,1
84,13,3,1,1,0,15,0,0,14,29,0
125,12,3,8,0,0,0,1,1,32,42,0
129,9,3,1,2,0,32,0,0,33,28,0
102,17,3,1,9,0,0,0,0,4,29,0
115,46,3,9,0,0,9,1,1,15,38,1
63,9,4,1,0,0,15,0,0,18,21,1
111,14,3,2,11,0,0,0,0,8,30,0
68,14,3,2,0,0,0,3,1,4,29,1
102,6,2,1,2,0,0,3,1,4,30,0
125,7,2,1,19,0,0,0,0,7,30,0
68,17,3,3,0,0,0,0,0,30,25,1
77,20,3,3,0,0,2,0,1,7,35,1
86,10,3,1,10,0,0,0,0,7,29,0
96,15,3,1,10,0,0,0,0,12,29,0
126,15,3,2,11,0,14,0,0,15,32,0
97,6,3,1,11,0,0,0,0,6,32,0
215,9,3,1,4,0,60,0,0,69,30,0
90,9,4,1,0,0,24,0,0,31,23,1
97,8,3,1,12,0,0,0,0,1,22,0
117,13,6,2,0,0,0,0,0,6,32,0
144,10,2,1,5,0,0,4,1,6,35,0
89,17,3,2,13,0,0,0,0,0,21,0
72,21,6,4,0,0,0,0,0,0,25,1
84,9,2,1,0,0,15,1,1,19,35,0
103,15,3,1,8,0,0,1,1,8,31,0
94,6,3,1,10,0,0,0,0,4,27,0
94,15,3,1,4,0,0,0,0,8,28,0
118,7,3,1,12,0,0,0,0,6,28,0
126,11,3,1,10,0,0,1,1,25,37,0
159,14,3,2,6,0,27,0,0,31,35,1
69,14,3,8,2,0,0,1,1,14,30,1
90,15,3,1,10,0,0,0,0,5,30,0
76,21,6,4,0,0,0,0,0,1,25,1
140,13,3,5,0,0,0,6,1,28,35,0
92,10,3,1,2,0,0,0,0,39,32,0
65,30,3,2,0,0,0,0,0,0,23,1
245,9,3,1,7,0,66,0,0,72,37,0
102,14,3,2,10,0,0,0,0,8,30,0
307,11,3,2,1,0,74,1,1,101,44,0
115,10,2,1,12,0,0,0,0,0,24,0
92,11,3,1,11,0,0,0,0,10,34,0
81,9,4,1,0,0,21,0,0,27,22,1
102,11,3,1,8,0,0,0,0,0,23,0
95,11,3,1,6,0,0,0,0,0,26,0
99,9,4,1,0,0,27,0,0,31,23,1
104,7,2,1,13,0,0,0,0,5,29,0
87,15,3,1,0,0,0,0,0,19,27,0
84,12,2,2,2,0,0,0,0,5,30,0
124,11,5,2,15,0,0,0,0,19,34,0
127,11,5,2,13,0,0,0,0,15,31,0
111,14,3,1,13,0,0,0,0,7,32,0
91,12,3,1,8,0,0,0,0,10,29,0
106,15,3,1,10,0,0,0,0,7,30,0
88,14,3,1,3,0,0,0,0,7,31,0
90,6,3,1,11,0,0,0,0,4,32,0
81,9,4,1,0,0,21,0,0,25,22,1
155,12,3,15,0,0,0,1,1,39,42,0
107,10,3,2,0,0,0,9,1,4,31,0
99,9,4,1,0,0,27,0,0,32,24,1
101,19,6,4,8,0,0,0,0,8,26,0
81,9,4,1,0,0,21,0,0,27,21,1
90,17,3,1,8,0,0,0,0,15,30,0
100,15,6,2,5,0,0,0,0,0,21,0
115,46,3,9,0,0,9,1,1,15,38,1
89,12,3,1,7,0,0,0,0,7,29,0
92,14,6,2,0,0,0,3,1,7,34,0
101,11,2,1,0,0,27,0,1,21,27,0
112,6,2,1,6,0,0,0,0,8,31,0
80,11,3,1,8,0,0,0,0,0,27,1
76,15,3,4,0,0,0,1,1,3,28,1
106,14,3,2,9,0,0,0,0,8,28,0
119,10,3,2,8,0,0,2,1,21,38,0
128,14,3,1,16,0,0,0,0,21,30,0
90,12,3,1,5,0,0,0,0,4,26,0
89,15,6,2,6,0,0,0,0,0,23,0
157,11,2,3,4,0,8,3,1,32,39,0
105,10,3,1,10,0,0,0,0,8,28,0
87,9,2,2,10,0,0,0,0,19,30,0
85,10,2,1,7,0,0,0,0,0,26,0
91,9,2,1,0,0,18,0,0,22,36,0
107,19,2,3,0,0,2,1,1,24,42,0
86,17,3,1,8,0,0,0,0,0,23,0
85,10,3,1,4,0,0,0,0,30,34,0
88,7,3,1,11,0,0,0,0,11,29,0
118,15,3,1,12,0,0,0,0,6,32,0
102,10,3,1,13,0,0,0,0,5,29,0
106,12,3,2,11,0,0,0,0,0,26,0
86,12,3,1,8,0,0,0,0,8,29,0
141,11,2,1,0,0,38,0,1,25,30,0
68,25,3,3,1,0,0,0,0,0,20,1
103,15,2,2,3,0,1,0,0,10,40,0
126,6,2,1,10,0,0,0,0,1,23,0
90,12,3,1,3,0,0,0,0,28,27,0
117,14,3,2,11,0,0,0,0,8,28,0
106,10,3,2,0,0,0,9,1,4,30,0
110,15,6,3,15,0,0,0,0,11,29,0
123,14,3,2,11,0,0,0,0,8,29,0
102,14,3,2,11,0,0,0,0,8,28,0
106,13,2,1,13,0,0,0,0,0,24,0
83,14,3,1,5,0,0,0,0,7,29,0
117,13,3,2,6,0,0,1,1,17,34,0
85,11,2,2,13,0,0,0,0,6,28,0
66,11,3,2,0,0,0,4,1,2,25,1
72,22,3,5,1,0,0,1,1,4,29,1
89,20,3,1,10,0,0,0,0,12,29,0
87,15,3,1,0,0,0,0,0,21,28,0
76,15,3,4,0,0,0,1,1,3,28,1
103,15,6,2,7,0,0,0,0,0,22,0
98,8,3,1,11,0,0,0,0,6,28,0
84,14,2,1,0,0,16,0,0,20,26,0
111,12,6,3,1,0,25,0,0,25,32,0
176,11,2,2,5,0,6,3,1,28,42,0
90,9,4,1,0,0,24,0,0,29,24,1
69,14,3,8,2,0,0,1,1,14,31,1
89,8,3,1,10,0,0,0,0,0,25,0
85,12,3,1,9,0,0,0,0,10,26,0
86,6,2,1,1,0,18,1,1,15,30,0
88,20,3,3,1,0,0,1,1,2,28,0
108,11,3,2,0,0,5,1,1,7,37,0
137,7,3,1,1,0,33,0,0,43,33,0
91,12,3,1,7,0,0,0,0,10,27,0
121,18,3,2,0,0,2,1,1,26,31,0
84,12,3,1,8,0,0,0,0,8,30,0
71,19,3,4,0,0,0,0,0,3,24,1
88,10,2,2,10,0,0,0,0,13,29,0
90,11,3,1,10,0,0,0,0,7,29,0
96,23,3,2,10,0,0,0,0,0,24,1
212,9,3,1,5,0,58,0,0,72,32,0
91,12,3,1,6,0,0,0,0,13,30,0
156,7,3,1,2,0,39,0,0,53,34,0
83,6,2,1,4,0,0,0,0,1,21,0
99,9,4,1,0,0,27,0,0,28,22,1
97,15,6,2,7,0,0,0,0,0,24,0
72,14,3,3,0,0,0,0,0,26,31,1
87,10,3,1,9,0,0,0,0,8,25,0
111,17,3,1,8,0,0,1,1,8,35,0
87,15,3,1,0,0,0,0,0,21,28,0
119,23,3,2,1,0,0,1,1,40,36,1
79,19,3,3,0,0,0,0,0,24,31,1
115,15,3,2,2,0,20,0,0,29,35,0
89,11,3,1,6,0,0,0,0,10,28,0
79,18,3,3,0,0,0,0,0,23,32,1
117,6,3,1,15,0,0,0,0,6,30,0
96,11,3,2,0,0,3,6,1,14,33,0
231,10,2,1,5,0,64,0,0,30,28,0
154,15,2,10,0,0,4,0,0,15,45,0
87,15,3,3,1,0,0,4,1,16,38,1
92,8,3,1,11,0,0,0,0,6,26,0
107,10,3,1,9,0,0,1,1,7,32,0
71,19,3,4,0,0,0,0,0,3,24,1
83,12,3,2,9,0,0,0,0,19,34,0
109,7,3,1,15,0,0,0,0,6,26,0
160,11,2,2,6,0,7,3,1,31,41,0
79,16,3,5,0,0,0,1,1,8,44,1
132,11,5,2,16,0,0,0,0,19,33,0
81,9,4,1,0,0,21,0,0,28,22,1
87,10,3,1,10,0,0,0,0,8,29,0
115,46,3,9,0,0,9,1,1,15,38,1
86,15,3,1,8,0,0,0,0,7,31,0
85,13,3,2,4,0,0,0,0,0,26,0
85,12,3,2,0,0,0,0,0,7,30,0
101,10,2,1,2,0,4,1,1,14,36,0
122,15,2,5,2,0,5,0,0,22,41,0
71,19,3,4,0,0,0,0,0,3,24,1
83,13,3,2,1,0,0,8,1,19,29,1
81,9,4,1,0,0,21,0,0,26,25,1
90,15,2,2,0,0,0,0,0,16,32,0
113,13,2,2,19,0,0,0,0,6,27,0
193,9,3,1,4,0,52,0,0,62,32,0
87,14,3,1,5,0,0,0,0,7,28,0
123,8,3,1,17,0,0,0,0,2,26,0
106,9,2,1,0,0,28,0,0,33,25,0
90,9,4,1,0,0,24,0,0,25,23,1
112,10,3,2,0,0,0,9,1,5,31,0
99,9,2,2,13,0,0,0,0,19,29,0
117,13,3,2,0,0,15,4,1,15,40,0
129,11,3,2,14,0,0,0,0,5,28,0
129,13,3,2,0,0,0,5,1,27,34,0
90,13,6,2,0,0,20,0,0,23,27,0
81,9,4,1,0,0,21,0,0,27,24,1
84,8,3,1,8,0,0,0,0,1,26,0
81,9,4,1,0,0,21,0,0,27,24,1
108,11,2,1,0,0,21,0,1,19,37,0
90,15,3,1,0,0,0,2,1,2,26,0
120,14,3,1,10,0,0,0,0,9,30,0
95,9,5,2,4,0,0,0,0,1,22,0
123,10,2,2,8,0,2,5,1,14,35,0
91,17,3,1,8,0,0,0,0,6,31,0
110,6,2,1,8,0,0,0,0,1,20,0
171,16,3,1,1,0,3,12,1,5,36,0
81,9,4,1,0,0,21,0,0,26,26,1
87,15,3,1,0,0,0,0,0,20,28,0
159,6,2,1,2,0,34,1,1,33,38,0
82,11,3,1,8,0,0,0,0,0,24,1
99,9,3,1,10,0,0,0,0,3,26,0
102,9,2,2,12,0,0,0,0,19,33,0
72,9,4,1,0,0,18,0,0,19,23,1
72,9,4,1,0,0,18,0,0,23,22,1
101,20,3,1,9,0,0,0,0,6,29,0
87,10,3,2,7,0,0,0,0,7,29,0
86,10,2,1,5,0,0,1,1,8,30,0
128,21,3,1,12,0,0,1,1,4,39,0
110,15,6,2,7,0,0,0,0,0,24,0
87,13,3,1,6,0,0,0,0,4,28,0
90,6,2,1,6,0,0,0,0,1,22,0
89,9,3,1,7,0,0,0,0,0,23,0
301,11,3,2,1,0,71,1,1,89,52,0
67,14,3,3,0,0,0,2,1,6,30,1
118,11,3,2,11,0,0,1,1,7,34,0
355,9,3,1,8,0,104,0,0,121,30,0
122,14,3,2,10,0,0,0,0,11,31,0
143,12,3,11,0,0,0,1,1,32,38,0
72,9,4,1,0,0,18,0,0,21,21,1
101,13,3,1,0,0,0,3,1,0,27,0
93,13,3,2,1,0,0,2,1,0,24,0
85,21,3,1,2,0,0,3,0,1,29,0
105,10,3,2,0,0,0,9,1,4,29,0
64,10,3,1,0,0,0,3,1,4,30,1
87,15,3,1,0,0,0,0,0,22,29,0
87,10,3,1,4,0,0,0,0,33,35,0
158,12,3,13,0,0,0,1,1,27,42,0
86,12,3,1,10,0,0,0,0,10,27,0
134,17,3,3,4,0,0,1,1,47,38,1
86,14,3,1,8,0,0,0,0,4,28,0
87,15,3,1,0,0,0,0,0,21,27,0
145,12,3,12,0,0,0,1,1,32,43,0
104,6,2,1,1,0,0,5,1,2,28,0
106,9,2,2,13,0,0,0,0,18,28,0
94,9,2,1,0,0,23,0,0,20,23,0
86,7,3,1,11,0,0,0,0,6,29,0
90,17,3,2,13,0,0,0,0,0,22,0
81,9,4,1,0,0,21,0,0,30,24,1
87,15,3,1,0,0,0,0,0,20,28,0
47,13,3,2,1,0,0,0,0,0,19,1
224,11,3,5,4,0,35,2,1,61,46,0
80,14,3,2,0,0,0,3,1,0,28,1
94,10,3,1,0,0,0,0,0,5,28,0
230,10,2,1,5,0,64,0,0,32,29,0
115,15,3,2,2,0,20,0,0,28,34,0
108,9,4,1,0,0,30,0,0,37,25,1
